Dataset,Column,Miss% Pathogenic,Miss% Benign,Abs Difference
CFTR,AL_135,18.89,23.81,4.92
CFTR,AL_136,18.89,23.81,4.92
CFTR,AL_137,18.89,23.81,4.92
CFTR,AL_138,18.89,23.81,4.92
CFTR,AL_139,18.89,23.81,4.92
CFTR,AL_140,18.89,23.81,4.92
CFTR,AL_141,18.89,23.81,4.92
CFTR,AL_142,18.89,23.81,4.92
CFTR,AL_143,18.89,23.81,4.92
CFTR,AL_144,18.89,23.81,4.92
CFTR,AL_145,18.89,23.81,4.92
CFTR,AL_146,18.89,23.81,4.92
CFTR,AL_147,18.89,23.81,4.92
CFTR,AL_148,18.89,23.81,4.92
CFTR,AL_149,18.89,23.81,4.92
CFTR,AL_150,18.89,23.81,4.92
CFTR,AL_151,18.89,23.81,4.92
CFTR,AL_152,18.89,23.81,4.92
CFTR,AL_153,18.89,23.81,4.92
CFTR,AL_154,18.89,23.81,4.92
CFTR,AL_155,18.89,23.81,4.92
CFTR,AL_156,18.89,23.81,4.92
CFTR,AL_157,18.89,23.81,4.92
CFTR,AL_158,18.89,23.81,4.92
CFTR,AL_159,18.89,23.81,4.92
CFTR,AL_160,18.89,23.81,4.92
CFTR,AL_161,18.89,23.81,4.92
CFTR,AL_162,18.89,23.81,4.92
CFTR,AL_163,18.89,23.81,4.92
CFTR,AL_164,18.89,23.81,4.92
CFTR,AL_165,18.89,23.81,4.92
CFTR,AL_166,18.89,23.81,4.92
CFTR,AL_167,18.89,23.81,4.92
CFTR,AL_168,18.89,23.81,4.92
CFTR,AL_169,18.89,23.81,4.92
CFTR,AL_170,18.89,23.81,4.92
CFTR,AL_171,18.89,23.81,4.92
CFTR,AL_172,18.89,23.81,4.92
CFTR,AL_173,18.89,23.81,4.92
CFTR,AL_174,18.89,23.81,4.92
CFTR,AL_175,18.89,23.81,4.92
CFTR,AL_176,18.89,23.81,4.92
CFTR,AL_177,18.89,23.81,4.92
CFTR,AL_178,18.89,23.81,4.92
CFTR,AL_179,18.89,23.81,4.92
CFTR,AL_180,18.89,23.81,4.92
CFTR,AL_181,18.89,23.81,4.92
CFTR,AL_182,18.89,23.81,4.92
CFTR,AL_183,51.11,42.86,8.25
CFTR,AL_184,51.11,42.86,8.25
CFTR,AL_185,51.11,42.86,8.25
CFTR,AL_186,7.78,0.0,7.78
CFTR,AL_187,37.78,33.33,4.44
CFTR,AL_188,37.78,33.33,4.44
CFTR,AL_189,37.78,33.33,4.44
CFTR,AL_190,37.78,33.33,4.44
CFTR,AL_191,37.78,33.33,4.44
CFTR,AL_192,37.78,33.33,4.44
CFTR,AL_193,37.78,33.33,4.44
CFTR,AL_194,37.78,33.33,4.44
CFTR,AL_195,37.78,33.33,4.44
CFTR,AL_196,37.78,33.33,4.44
CFTR,AL_197,37.78,33.33,4.44
CFTR,AL_198,37.78,33.33,4.44
CFTR,AL_199,37.78,33.33,4.44
CFTR,AL_200,37.78,33.33,4.44
CFTR,AL_201,37.78,33.33,4.44
CFTR,AL_202,37.78,33.33,4.44
CFTR,AL_203,37.78,33.33,4.44
CFTR,AL_204,37.78,33.33,4.44
CFTR,AL_205,37.78,33.33,4.44
CFTR,AL_206,37.78,33.33,4.44
CFTR,AL_207,37.78,33.33,4.44
CFTR,AL_208,37.78,33.33,4.44
CFTR,AL_209,37.78,33.33,4.44
CFTR,AL_210,37.78,33.33,4.44
CFTR,AL_211,37.78,33.33,4.44
CFTR,AL_212,37.78,33.33,4.44
CFTR,AL_213,37.78,33.33,4.44
CFTR,AL_214,52.22,42.86,9.37
CFTR,AL_215,52.22,42.86,9.37
CFTR,AL_216,52.22,42.86,9.37
CFTR,AL_217,52.22,42.86,9.37
CFTR,AL_218,37.78,33.33,4.44
CFTR,AL_219,37.78,33.33,4.44
CFTR,AL_220,37.78,33.33,4.44
CFTR,AL_221,37.78,33.33,4.44
CFTR,AL_222,37.78,33.33,4.44
CFTR,AL_223,37.78,33.33,4.44
CFTR,AL_224,37.78,33.33,4.44
CFTR,AL_225,37.78,33.33,4.44
CFTR,AL_226,37.78,33.33,4.44
CFTR,AL_227,37.78,33.33,4.44
CFTR,AL_228,37.78,33.33,4.44
CFTR,AL_229,37.78,33.33,4.44
CFTR,AL_230,37.78,33.33,4.44
CFTR,AL_231,37.78,33.33,4.44
CFTR,AL_232,37.78,33.33,4.44
CFTR,AL_233,37.78,33.33,4.44
CFTR,AL_234,37.78,33.33,4.44
CFTR,AL_235,37.78,33.33,4.44
CFTR,AL_236,37.78,33.33,4.44
CFTR,AL_237,37.78,33.33,4.44
CFTR,AL_238,37.78,33.33,4.44
CFTR,AL_239,37.78,33.33,4.44
CFTR,AL_240,37.78,33.33,4.44
CFTR,AL_241,37.78,33.33,4.44
CFTR,AL_242,37.78,33.33,4.44
CFTR,AL_243,37.78,33.33,4.44
CFTR,AL_244,37.78,33.33,4.44
CFTR,AL_245,37.78,33.33,4.44
CFTR,AL_246,37.78,33.33,4.44
CFTR,AL_247,37.78,33.33,4.44
CFTR,AL_248,37.78,33.33,4.44
CFTR,AL_249,37.78,33.33,4.44
CFTR,AL_250,38.89,38.1,0.79
CFTR,AL_251,38.89,38.1,0.79
CFTR,AL_252,38.89,38.1,0.79
CFTR,AL_253,38.89,38.1,0.79
CFTR,AL_254,37.78,33.33,4.44
CFTR,AL_255,37.78,33.33,4.44
CFTR,AL_256,37.78,33.33,4.44
CFTR,AL_257,37.78,33.33,4.44
CFTR,AL_258,37.78,33.33,4.44
CFTR,AL_259,37.78,33.33,4.44
CFTR,AL_260,37.78,33.33,4.44
CFTR,AL_261,37.78,33.33,4.44
CFTR,AL_262,37.78,33.33,4.44
CFTR,AL_263,37.78,33.33,4.44
CFTR,AL_264,37.78,33.33,4.44
CFTR,AL_265,37.78,33.33,4.44
CFTR,AL_266,37.78,33.33,4.44
CFTR,AL_267,37.78,33.33,4.44
CFTR,AL_268,37.78,33.33,4.44
CFTR,AL_269,37.78,33.33,4.44
CFTR,AL_270,37.78,33.33,4.44
CFTR,AL_271,37.78,33.33,4.44
CFTR,AL_272,37.78,33.33,4.44
CFTR,AL_273,37.78,33.33,4.44
CFTR,AL_274,37.78,33.33,4.44
CFTR,AL_275,37.78,33.33,4.44
CFTR,AL_276,37.78,33.33,4.44
CFTR,AL_277,37.78,33.33,4.44
CFTR,AL_278,37.78,33.33,4.44
CFTR,AL_279,37.78,33.33,4.44
CFTR,AL_280,37.78,33.33,4.44
CFTR,AL_281,37.78,33.33,4.44
CFTR,AL_282,37.78,33.33,4.44
CFTR,AL_283,37.78,33.33,4.44
CFTR,AL_284,37.78,33.33,4.44
CFTR,AL_285,37.78,33.33,4.44
CFTR,AL_286,38.89,33.33,5.56
CFTR,AL_287,38.89,33.33,5.56
CFTR,AL_288,38.89,33.33,5.56
CFTR,AL_289,38.89,33.33,5.56
CFTR,AL_290,37.78,33.33,4.44
CFTR,AL_291,37.78,33.33,4.44
CFTR,AL_292,37.78,33.33,4.44
CFTR,AL_293,37.78,33.33,4.44
CFTR,AL_294,37.78,33.33,4.44
CFTR,AL_295,16.67,0.0,16.67
CFTR,AL_296,16.67,0.0,16.67
CFTR,AL_297,16.67,0.0,16.67
CFTR,AL_298,16.67,0.0,16.67
CFTR,AL_299,16.67,0.0,16.67
CFTR,AL_300,16.67,0.0,16.67
CFTR,AL_301,16.67,0.0,16.67
CFTR,AL_302,16.67,0.0,16.67
CFTR,AL_303,16.67,0.0,16.67
CFTR,AL_304,16.67,0.0,16.67
CFTR,AL_305,16.67,0.0,16.67
CFTR,AL_306,16.67,0.0,16.67
CFTR,AL_307,16.67,0.0,16.67
CFTR,AL_308,16.67,0.0,16.67
CFTR,AL_309,16.67,0.0,16.67
CFTR,AL_310,16.67,0.0,16.67
CFTR,AL_311,16.67,0.0,16.67
CFTR,AL_312,16.67,0.0,16.67
CFTR,AL_313,16.67,0.0,16.67
CFTR,AL_314,16.67,0.0,16.67
CFTR,AL_315,16.67,0.0,16.67
CFTR,AL_316,16.67,0.0,16.67
CFTR,AL_317,16.67,0.0,16.67
CFTR,AL_318,16.67,0.0,16.67
CFTR,AL_319,16.67,0.0,16.67
CFTR,AL_320,16.67,0.0,16.67
CFTR,AL_321,16.67,0.0,16.67
CFTR,AL_322,16.67,0.0,16.67
CFTR,AL_323,16.67,0.0,16.67
CFTR,AL_324,16.67,0.0,16.67
CFTR,AL_325,16.67,0.0,16.67
CFTR,AL_326,16.67,0.0,16.67
CFTR,AL_327,16.67,0.0,16.67
CFTR,AL_328,16.67,0.0,16.67
CFTR,AL_329,16.67,0.0,16.67
CFTR,AL_330,16.67,0.0,16.67
CFTR,AL_331,16.67,0.0,16.67
CFTR,AL_332,16.67,0.0,16.67
CFTR,AL_333,16.67,0.0,16.67
CFTR,AL_334,16.67,0.0,16.67
CFTR,EK_1,0.0,0.0,0.0
CFTR,EK_2,0.0,0.0,0.0
CFTR,EK_3,50.0,19.05,30.95
CFTR,EK_4,0.0,0.0,0.0
CFTR,EK_5,0.0,0.0,0.0
CFTR,EK_6,0.0,0.0,0.0
CFTR,EK_7,0.0,0.0,0.0
CFTR,EK_8,0.0,0.0,0.0
CFTR,EK_9,0.0,0.0,0.0
KANSER,AL_1,98.51,65.83,32.67
KANSER,AL_2,98.51,65.83,32.67
KANSER,AL_3,98.51,65.83,32.67
KANSER,AL_4,98.51,65.83,32.67
KANSER,AL_5,98.51,65.83,32.67
KANSER,AL_6,98.51,65.83,32.67
KANSER,AL_7,60.45,9.17,51.28
KANSER,AL_8,60.45,9.17,51.28
KANSER,AL_9,60.45,9.17,51.28
KANSER,AL_10,60.45,9.17,51.28
KANSER,AL_11,60.45,9.17,51.28
KANSER,AL_12,60.45,9.17,51.28
KANSER,AL_13,60.45,9.17,51.28
KANSER,AL_14,60.45,9.17,51.28
KANSER,AL_15,60.45,9.17,51.28
KANSER,AL_16,86.19,29.17,57.03
KANSER,AL_17,86.19,29.17,57.03
KANSER,AL_18,86.19,29.17,57.03
KANSER,AL_19,86.19,29.17,57.03
KANSER,AL_20,86.19,29.17,57.03
KANSER,AL_21,86.19,29.17,57.03
KANSER,AL_22,86.19,29.17,57.03
KANSER,AL_23,86.19,29.17,57.03
KANSER,AL_24,86.19,29.17,57.03
KANSER,AL_25,86.19,29.17,57.03
KANSER,AL_26,58.21,8.33,49.88
KANSER,AL_27,98.51,70.83,27.67
KANSER,AL_28,98.51,70.83,27.67
KANSER,AL_29,98.51,70.83,27.67
KANSER,AL_30,98.51,70.83,27.67
KANSER,AL_31,98.51,70.83,27.67
KANSER,AL_32,98.51,70.83,27.67
KANSER,AL_33,98.51,70.83,27.67
KANSER,AL_34,98.51,70.83,27.67
KANSER,AL_35,98.51,70.83,27.67
KANSER,AL_36,98.51,70.83,27.67
KANSER,AL_37,98.51,70.83,27.67
KANSER,AL_38,98.51,70.83,27.67
KANSER,AL_39,40.3,31.67,8.63
KANSER,AL_40,40.3,31.67,8.63
KANSER,AL_41,40.3,31.67,8.63
KANSER,AL_42,40.3,31.67,8.63
KANSER,AL_43,40.3,31.67,8.63
KANSER,AL_44,40.3,31.67,8.63
KANSER,AL_45,40.3,31.67,8.63
KANSER,AL_46,40.3,31.67,8.63
KANSER,AL_47,40.3,31.67,8.63
KANSER,AL_48,40.3,31.67,8.63
KANSER,AL_49,40.3,31.67,8.63
KANSER,AL_50,40.3,31.67,8.63
KANSER,AL_51,40.3,31.67,8.63
KANSER,AL_52,40.3,31.67,8.63
KANSER,AL_53,40.3,31.67,8.63
KANSER,AL_54,40.3,31.67,8.63
KANSER,AL_55,40.3,31.67,8.63
KANSER,AL_56,40.3,31.67,8.63
KANSER,AL_57,40.3,31.67,8.63
KANSER,AL_58,40.3,31.67,8.63
KANSER,AL_59,40.3,31.67,8.63
KANSER,AL_60,40.3,31.67,8.63
KANSER,AL_61,40.3,31.67,8.63
KANSER,AL_62,40.3,31.67,8.63
KANSER,AL_63,40.3,31.67,8.63
KANSER,AL_64,40.3,31.67,8.63
KANSER,AL_65,40.3,31.67,8.63
KANSER,AL_66,40.3,31.67,8.63
KANSER,AL_67,40.3,31.67,8.63
KANSER,AL_68,40.3,31.67,8.63
KANSER,AL_69,40.3,31.67,8.63
KANSER,AL_70,40.3,31.67,8.63
KANSER,AL_71,40.3,31.67,8.63
KANSER,AL_72,40.3,31.67,8.63
KANSER,AL_73,40.3,31.67,8.63
KANSER,AL_74,40.3,31.67,8.63
KANSER,AL_75,76.87,35.83,41.03
KANSER,AL_76,76.87,35.83,41.03
KANSER,AL_77,76.87,35.83,41.03
KANSER,AL_78,76.87,35.83,41.03
KANSER,AL_79,76.87,35.83,41.03
KANSER,AL_80,76.87,35.83,41.03
KANSER,AL_81,76.87,35.83,41.03
KANSER,AL_82,76.87,35.83,41.03
KANSER,AL_83,76.87,35.83,41.03
KANSER,AL_84,76.87,35.83,41.03
KANSER,AL_85,76.87,35.83,41.03
KANSER,AL_86,76.87,35.83,41.03
KANSER,AL_87,76.87,35.83,41.03
KANSER,AL_88,76.87,35.83,41.03
KANSER,AL_89,76.87,35.83,41.03
KANSER,AL_90,76.87,35.83,41.03
KANSER,AL_91,76.87,35.83,41.03
KANSER,AL_92,76.87,35.83,41.03
KANSER,AL_93,76.87,35.83,41.03
KANSER,AL_94,76.87,35.83,41.03
KANSER,AL_95,76.87,35.83,41.03
KANSER,AL_96,76.87,35.83,41.03
KANSER,AL_97,76.87,35.83,41.03
KANSER,AL_98,76.87,35.83,41.03
KANSER,AL_99,64.18,27.5,36.68
KANSER,AL_100,64.18,27.5,36.68
KANSER,AL_101,64.18,27.5,36.68
KANSER,AL_102,64.18,27.5,36.68
KANSER,AL_103,64.18,27.5,36.68
KANSER,AL_104,64.18,27.5,36.68
KANSER,AL_105,64.18,27.5,36.68
KANSER,AL_106,64.18,27.5,36.68
KANSER,AL_107,64.18,27.5,36.68
KANSER,AL_108,64.18,27.5,36.68
KANSER,AL_109,64.18,27.5,36.68
KANSER,AL_110,64.18,27.5,36.68
KANSER,AL_111,64.18,27.5,36.68
KANSER,AL_112,64.18,27.5,36.68
KANSER,AL_113,64.18,27.5,36.68
KANSER,AL_114,64.18,27.5,36.68
KANSER,AL_115,64.18,27.5,36.68
KANSER,AL_116,64.18,27.5,36.68
KANSER,AL_117,64.18,27.5,36.68
KANSER,AL_118,64.18,27.5,36.68
KANSER,AL_119,64.18,27.5,36.68
KANSER,AL_120,64.18,27.5,36.68
KANSER,AL_121,64.18,27.5,36.68
KANSER,AL_122,64.18,27.5,36.68
KANSER,AL_123,64.18,27.5,36.68
KANSER,AL_124,64.18,27.5,36.68
KANSER,AL_125,64.18,27.5,36.68
KANSER,AL_126,64.18,27.5,36.68
KANSER,AL_127,64.18,27.5,36.68
KANSER,AL_128,64.18,27.5,36.68
KANSER,AL_129,64.18,27.5,36.68
KANSER,AL_130,64.18,27.5,36.68
KANSER,AL_131,64.18,27.5,36.68
KANSER,AL_132,64.18,27.5,36.68
KANSER,AL_133,64.18,27.5,36.68
KANSER,AL_134,64.18,27.5,36.68
KANSER,AL_135,64.18,27.5,36.68
KANSER,AL_136,64.18,27.5,36.68
KANSER,AL_137,64.18,27.5,36.68
KANSER,AL_138,64.18,27.5,36.68
KANSER,AL_139,64.18,27.5,36.68
KANSER,AL_140,64.18,27.5,36.68
KANSER,AL_141,64.18,27.5,36.68
KANSER,AL_142,64.18,27.5,36.68
KANSER,AL_143,64.18,27.5,36.68
KANSER,AL_144,64.18,27.5,36.68
KANSER,AL_145,64.18,27.5,36.68
KANSER,AL_146,64.18,27.5,36.68
KANSER,AL_147,64.18,27.5,36.68
KANSER,AL_148,64.18,27.5,36.68
KANSER,AL_149,64.18,27.5,36.68
KANSER,AL_150,64.18,27.5,36.68
KANSER,AL_151,64.18,27.5,36.68
KANSER,AL_152,64.18,27.5,36.68
KANSER,AL_153,64.18,27.5,36.68
KANSER,AL_154,64.18,27.5,36.68
KANSER,AL_155,64.18,27.5,36.68
KANSER,AL_156,64.18,27.5,36.68
KANSER,AL_157,64.18,27.5,36.68
KANSER,AL_158,64.18,27.5,36.68
KANSER,AL_159,64.18,27.5,36.68
KANSER,AL_160,64.18,27.5,36.68
KANSER,AL_161,64.18,27.5,36.68
KANSER,AL_162,64.18,27.5,36.68
KANSER,AL_163,64.18,27.5,36.68
KANSER,AL_164,64.18,27.5,36.68
KANSER,AL_165,64.18,27.5,36.68
KANSER,AL_166,64.18,27.5,36.68
KANSER,AL_167,64.18,27.5,36.68
KANSER,AL_168,64.18,27.5,36.68
KANSER,AL_169,64.18,27.5,36.68
KANSER,AL_170,64.18,27.5,36.68
KANSER,AL_171,64.18,27.5,36.68
KANSER,AL_172,64.18,27.5,36.68
KANSER,AL_173,64.18,27.5,36.68
KANSER,AL_174,64.18,27.5,36.68
KANSER,AL_175,64.18,27.5,36.68
KANSER,AL_176,64.18,27.5,36.68
KANSER,AL_177,64.18,27.5,36.68
KANSER,AL_178,64.18,27.5,36.68
KANSER,AL_179,64.18,27.5,36.68
KANSER,AL_180,64.18,27.5,36.68
KANSER,AL_181,64.18,27.5,36.68
KANSER,AL_182,64.18,27.5,36.68
KANSER,AL_183,87.31,41.67,45.65
KANSER,AL_184,87.31,41.67,45.65
KANSER,AL_185,87.31,41.67,45.65
KANSER,AL_186,29.1,19.17,9.94
KANSER,AL_187,83.58,39.17,44.42
KANSER,AL_188,83.58,39.17,44.42
KANSER,AL_189,83.58,39.17,44.42
KANSER,AL_190,83.58,39.17,44.42
KANSER,AL_191,83.58,39.17,44.42
KANSER,AL_192,83.58,39.17,44.42
KANSER,AL_193,83.58,39.17,44.42
KANSER,AL_194,83.58,39.17,44.42
KANSER,AL_195,83.58,39.17,44.42
KANSER,AL_196,83.58,39.17,44.42
KANSER,AL_197,83.58,39.17,44.42
KANSER,AL_198,83.58,39.17,44.42
KANSER,AL_199,83.58,39.17,44.42
KANSER,AL_200,83.58,39.17,44.42
KANSER,AL_201,83.58,39.17,44.42
KANSER,AL_202,83.58,39.17,44.42
KANSER,AL_203,83.58,39.17,44.42
KANSER,AL_204,83.58,39.17,44.42
KANSER,AL_205,83.58,39.17,44.42
KANSER,AL_206,83.58,39.17,44.42
KANSER,AL_207,83.58,39.17,44.42
KANSER,AL_208,83.58,39.17,44.42
KANSER,AL_209,83.58,39.17,44.42
KANSER,AL_210,83.58,39.17,44.42
KANSER,AL_211,83.58,39.17,44.42
KANSER,AL_212,83.58,39.17,44.42
KANSER,AL_213,83.58,39.17,44.42
KANSER,AL_214,91.79,45.0,46.79
KANSER,AL_215,91.79,45.0,46.79
KANSER,AL_216,91.79,45.0,46.79
KANSER,AL_217,91.79,45.0,46.79
KANSER,AL_218,83.58,39.17,44.42
KANSER,AL_219,83.58,39.17,44.42
KANSER,AL_220,83.58,39.17,44.42
KANSER,AL_221,83.58,39.17,44.42
KANSER,AL_222,83.58,39.17,44.42
KANSER,AL_223,83.58,39.17,44.42
KANSER,AL_224,83.58,39.17,44.42
KANSER,AL_225,83.58,39.17,44.42
KANSER,AL_226,83.58,39.17,44.42
KANSER,AL_227,83.58,39.17,44.42
KANSER,AL_228,83.58,39.17,44.42
KANSER,AL_229,83.58,39.17,44.42
KANSER,AL_230,83.58,39.17,44.42
KANSER,AL_231,83.58,39.17,44.42
KANSER,AL_232,83.58,39.17,44.42
KANSER,AL_233,83.58,39.17,44.42
KANSER,AL_234,83.58,39.17,44.42
KANSER,AL_235,83.58,39.17,44.42
KANSER,AL_236,83.58,39.17,44.42
KANSER,AL_237,83.58,39.17,44.42
KANSER,AL_238,83.58,39.17,44.42
KANSER,AL_239,83.58,39.17,44.42
KANSER,AL_240,83.58,39.17,44.42
KANSER,AL_241,83.58,39.17,44.42
KANSER,AL_242,83.58,39.17,44.42
KANSER,AL_243,83.58,39.17,44.42
KANSER,AL_244,83.58,39.17,44.42
KANSER,AL_245,83.58,39.17,44.42
KANSER,AL_246,83.58,39.17,44.42
KANSER,AL_247,83.58,39.17,44.42
KANSER,AL_248,83.58,39.17,44.42
KANSER,AL_249,83.58,39.17,44.42
KANSER,AL_250,85.82,41.67,44.15
KANSER,AL_251,85.82,41.67,44.15
KANSER,AL_252,85.82,41.67,44.15
KANSER,AL_253,85.82,41.67,44.15
KANSER,AL_254,83.58,39.17,44.42
KANSER,AL_255,83.58,39.17,44.42
KANSER,AL_256,83.58,39.17,44.42
KANSER,AL_257,83.58,39.17,44.42
KANSER,AL_258,83.58,39.17,44.42
KANSER,AL_259,83.58,39.17,44.42
KANSER,AL_260,83.58,39.17,44.42
KANSER,AL_261,83.58,39.17,44.42
KANSER,AL_262,83.58,39.17,44.42
KANSER,AL_263,83.58,39.17,44.42
KANSER,AL_264,83.58,39.17,44.42
KANSER,AL_265,83.58,39.17,44.42
KANSER,AL_266,83.58,39.17,44.42
KANSER,AL_267,83.58,39.17,44.42
KANSER,AL_268,83.58,39.17,44.42
KANSER,AL_269,83.58,39.17,44.42
KANSER,AL_270,83.58,39.17,44.42
KANSER,AL_271,83.58,39.17,44.42
KANSER,AL_272,83.58,39.17,44.42
KANSER,AL_273,83.58,39.17,44.42
KANSER,AL_274,83.58,39.17,44.42
KANSER,AL_275,83.58,39.17,44.42
KANSER,AL_276,83.58,39.17,44.42
KANSER,AL_277,83.58,39.17,44.42
KANSER,AL_278,83.58,39.17,44.42
KANSER,AL_279,83.58,39.17,44.42
KANSER,AL_280,83.58,39.17,44.42
KANSER,AL_281,83.58,39.17,44.42
KANSER,AL_282,83.58,39.17,44.42
KANSER,AL_283,83.58,39.17,44.42
KANSER,AL_284,83.58,39.17,44.42
KANSER,AL_285,83.58,39.17,44.42
KANSER,AL_286,85.07,41.67,43.41
KANSER,AL_287,85.07,41.67,43.41
KANSER,AL_288,85.07,41.67,43.41
KANSER,AL_289,85.07,41.67,43.41
KANSER,AL_290,83.58,39.17,44.42
