Column,Missing_Count,Missing_Pct
AL_164,1445,49.3
AL_165,1445,49.3
AL_166,1445,49.3
AL_167,1445,49.3
AL_153,1445,49.3
AL_159,1445,49.3
AL_151,1445,49.3
AL_144,1445,49.3
AL_150,1445,49.3
AL_137,1445,49.3
AL_138,1445,49.3
AL_139,1445,49.3
AL_140,1445,49.3
AL_141,1445,49.3
AL_143,1445,49.3
AL_142,1445,49.3
AL_145,1445,49.3
AL_146,1445,49.3
AL_147,1445,49.3
AL_148,1445,49.3
AL_149,1445,49.3
AL_56,1417,48.35
AL_49,1417,48.35
AL_57,1417,48.35
AL_58,1417,48.35
AL_55,1417,48.35
AL_54,1417,48.35
AL_53,1417,48.35
AL_52,1417,48.35
AL_51,1417,48.35
AL_50,1417,48.35
AL_41,1417,48.35
AL_48,1417,48.35
AL_47,1417,48.35
AL_46,1417,48.35
AL_45,1417,48.35
AL_44,1417,48.35
AL_43,1417,48.35
AL_42,1417,48.35
AL_60,1417,48.35
AL_39,1417,48.35
AL_40,1417,48.35
AL_59,1417,48.35
AL_66,1417,48.35
AL_61,1417,48.35
AL_69,1417,48.35
AL_62,1417,48.35
AL_73,1417,48.35
AL_72,1417,48.35
AL_71,1417,48.35
AL_70,1417,48.35
AL_74,1417,48.35
AL_68,1417,48.35
AL_65,1417,48.35
AL_64,1417,48.35
AL_63,1417,48.35
AL_67,1417,48.35
EK_3,1330,45.38
AL_313,1299,44.32
AL_318,1299,44.32
AL_317,1299,44.32
AL_316,1299,44.32
AL_315,1299,44.32
AL_314,1299,44.32
AL_311,1299,44.32
AL_312,1299,44.32
AL_310,1299,44.32
AL_309,1299,44.32
AL_320,1299,44.32
AL_308,1299,44.32
AL_319,1299,44.32
AL_327,1299,44.32
AL_321,1299,44.32
AL_322,1299,44.32
AL_323,1299,44.32
AL_324,1299,44.32
AL_325,1299,44.32
AL_326,1299,44.32
AL_306,1299,44.32
AL_328,1299,44.32
AL_329,1299,44.32
AL_330,1299,44.32
AL_331,1299,44.32
AL_332,1299,44.32
AL_333,1299,44.32
AL_334,1299,44.32
AL_307,1299,44.32
AL_302,1299,44.32
AL_305,1299,44.32
AL_303,1299,44.32
AL_301,1299,44.32
AL_300,1299,44.32
AL_299,1299,44.32
AL_298,1299,44.32
AL_297,1299,44.32
AL_296,1299,44.32
AL_295,1299,44.32
AL_304,1299,44.32
AL_11,1144,39.03
AL_15,1144,39.03
AL_13,1144,39.03
AL_12,1144,39.03
AL_14,1144,39.03
AL_10,1144,39.03
AL_8,1144,39.03
AL_7,1144,39.03
AL_9,1144,39.03
AL_26,1085,37.02
CAT_1,1085,37.02
AL_186,919,31.35
EK_9,607,20.71
EK_4,359,12.25
EK_8,359,12.25
EK_7,359,12.25
EK_6,359,12.25
EK_5,359,12.25
CAT_4,359,12.25
CAT_3,359,12.25
EK_1,359,12.25
EK_2,359,12.25
CAT_5,359,12.25
AA_2,350,11.94
AA_1,348,11.87
Variant_ID,0,0.0
Label,0,0.0
