Column,Missing_Count,Missing_Pct
AL_48,33,29.73
AL_47,33,29.73
AL_46,33,29.73
AL_52,33,29.73
AL_44,33,29.73
AL_43,33,29.73
AL_42,33,29.73
AL_41,33,29.73
AL_40,33,29.73
AL_39,33,29.73
AL_51,33,29.73
AL_73,33,29.73
AL_53,33,29.73
AL_54,33,29.73
AL_74,33,29.73
AL_72,33,29.73
AL_71,33,29.73
AL_70,33,29.73
AL_69,33,29.73
AL_68,33,29.73
AL_67,33,29.73
AL_66,33,29.73
AL_65,33,29.73
AL_64,33,29.73
AL_63,33,29.73
AL_62,33,29.73
AL_61,33,29.73
AL_60,33,29.73
AL_59,33,29.73
AL_58,33,29.73
AL_57,33,29.73
AL_56,33,29.73
AL_55,33,29.73
AL_169,22,19.82
AL_165,22,19.82
AL_113,22,19.82
AL_130,22,19.82
AL_122,22,19.82
AL_123,22,19.82
AL_124,22,19.82
AL_125,22,19.82
AL_126,22,19.82
AL_127,22,19.82
AL_128,22,19.82
AL_129,22,19.82
AL_131,22,19.82
AL_141,22,19.82
AL_132,22,19.82
AL_133,22,19.82
AL_134,22,19.82
AL_135,22,19.82
AL_136,22,19.82
AL_137,22,19.82
AL_138,22,19.82
AL_139,22,19.82
AL_121,22,19.82
AL_120,22,19.82
AL_119,22,19.82
AL_118,22,19.82
AL_99,22,19.82
AL_100,22,19.82
AL_101,22,19.82
AL_102,22,19.82
AL_103,22,19.82
AL_104,22,19.82
AL_105,22,19.82
AL_106,22,19.82
AL_107,22,19.82
AL_108,22,19.82
AL_109,22,19.82
AL_110,22,19.82
AL_111,22,19.82
AL_112,22,19.82
AL_114,22,19.82
AL_115,22,19.82
AL_116,22,19.82
AL_140,22,19.82
AL_117,22,19.82
AL_142,22,19.82
AL_162,22,19.82
AL_164,22,19.82
AL_166,22,19.82
AL_167,22,19.82
AL_168,22,19.82
AL_170,22,19.82
AL_171,22,19.82
AL_172,22,19.82
AL_173,22,19.82
AL_174,22,19.82
AL_176,22,19.82
AL_177,22,19.82
AL_178,22,19.82
AL_179,22,19.82
AL_180,22,19.82
AL_181,22,19.82
AL_182,22,19.82
AL_143,22,19.82
AL_163,22,19.82
AL_175,22,19.82
AL_161,22,19.82
AL_153,22,19.82
AL_160,22,19.82
AL_145,22,19.82
AL_146,22,19.82
AL_147,22,19.82
AL_148,22,19.82
AL_149,22,19.82
AL_150,22,19.82
AL_151,22,19.82
AL_152,22,19.82
AL_144,22,19.82
AL_154,22,19.82
AL_155,22,19.82
AL_156,22,19.82
AL_157,22,19.82
AL_158,22,19.82
AL_159,22,19.82
AL_15,17,15.32
AL_7,17,15.32
AL_8,17,15.32
AL_9,17,15.32
AL_10,17,15.32
AL_11,17,15.32
AL_13,17,15.32
AL_14,17,15.32
AL_12,17,15.32
AL_26,16,14.41
CAT_1,16,14.41
AL_318,15,13.51
AL_310,15,13.51
AL_311,15,13.51
AL_312,15,13.51
AL_313,15,13.51
AL_314,15,13.51
AL_315,15,13.51
AL_316,15,13.51
AL_317,15,13.51
AL_319,15,13.51
AL_320,15,13.51
AL_324,15,13.51
AL_325,15,13.51
AL_323,15,13.51
AL_322,15,13.51
AL_321,15,13.51
AL_308,15,13.51
AL_326,15,13.51
AL_309,15,13.51
AL_329,15,13.51
AL_307,15,13.51
AL_306,15,13.51
AL_328,15,13.51
AL_334,15,13.51
AL_333,15,13.51
AL_332,15,13.51
AL_331,15,13.51
AL_330,15,13.51
AL_295,15,13.51
AL_296,15,13.51
AL_297,15,13.51
AL_298,15,13.51
AL_299,15,13.51
AL_300,15,13.51
AL_301,15,13.51
AL_302,15,13.51
AL_303,15,13.51
AL_304,15,13.51
AL_305,15,13.51
AL_327,15,13.51
AL_186,7,6.31
AA_2,0,0.0
AA_1,0,0.0
EK_9,0,0.0
EK_8,0,0.0
EK_7,0,0.0
EK_5,0,0.0
EK_6,0,0.0
Variant_ID,0,0.0
EK_4,0,0.0
CAT_5,0,0.0
EK_2,0,0.0
EK_1,0,0.0
CAT_4,0,0.0
CAT_3,0,0.0
Label,0,0.0
